"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","group","feature"
0.000752388335990294,0.120937555178708,0.322,0.237,1,"iTreg","FBXW11"
0.000761502972849587,0.154265153422545,0.936,0.91,1,"iTreg","ENY2"
0.00076454885811811,0.124561596460662,0.293,0.209,1,"iTreg","TBC1D17"
0.000799489201604144,-0.159811417304277,0.432,0.556,1,"iTreg","IRF1"
0.000811976695866847,0.140265241138313,0.843,0.802,1,"iTreg","SH3GLB1"
0.000813449739449317,-0.164919648447142,0.345,0.45,1,"iTreg","SGOL2"
0.000837103839513337,-0.148626857737442,0.452,0.568,1,"iTreg","C20orf24"
0.000837403964023276,-0.131343902539544,0.414,0.519,1,"iTreg","ZKSCAN1"
0.000845122252934403,-0.143469268701541,0.78,0.873,1,"iTreg","AURKAIP1"
0.000847836655585995,0.102582391980146,0.455,0.356,1,"iTreg","RAF1"
0.000852261133491961,0.116939028614413,0.994,0.997,1,"iTreg","UQCRB"
0.000854726857103044,0.140257370366033,0.89,0.882,1,"iTreg","METAP2"
0.000863398361826691,-0.130442732820634,0.377,0.49,1,"iTreg","SPN"
0.000865139566634379,0.163475299365411,0.614,0.551,1,"iTreg","PLEKHB2"
0.000866772600532301,0.114772306702109,0.333,0.25,1,"iTreg","HACD4"
0.000875639878507317,-0.146860875648926,0.925,0.922,1,"iTreg","KHDRBS1"
0.000877968371550749,0.109552465993328,0.316,0.229,1,"iTreg","FOXO1"
0.000878427217259076,0.141116781783094,0.899,0.861,1,"iTreg","MRPL57"
0.000889694491928974,-0.186424729551991,0.614,0.681,1,"iTreg","H2AFY"
0.000896599423732592,0.142649734145848,0.525,0.429,1,"iTreg","FUT11"
0.000897122270229821,-0.141647352321233,0.719,0.765,1,"iTreg","CCT2"
0.000900632736801076,0.136315672622786,0.484,0.389,1,"iTreg","FHL3"
0.00090943400526254,-0.15188909107928,0.577,0.695,1,"iTreg","MLF2"
0.000911934750439837,-0.109945433487774,0.241,0.342,1,"iTreg","IVD"
0.000912078541779161,-0.151850440645547,0.878,0.93,1,"iTreg","JTB"
0.000936831716926386,0.156037630777969,0.296,0.218,1,"iTreg","CCR4"
0.000944792692246589,0.150418368970363,0.594,0.534,1,"iTreg","YIPF5"
0.000954390485602531,0.103861935442193,0.328,0.24,1,"iTreg","LRRC8C"
0.000959644182604999,-0.101002626290723,0.281,0.397,1,"iTreg","OSGEP"
0.000962865807370921,0.160135139848209,0.87,0.852,1,"iTreg","POLR2H"
0.000964903473348617,0.167773624056419,0.246,0.169,1,"iTreg","IGFBP2"
0.000968135761700273,0.109046171850333,0.116,0.058,1,"iTreg","AREG"
0.000968308930362179,-0.211325300347196,0.783,0.831,1,"iTreg","CD99"
0.000968648388640693,0.151395462208067,0.397,0.315,1,"iTreg","FBLN7"
0.000975336675000738,-0.161117512601166,0.432,0.519,1,"iTreg","RBL2"
0.000976648262225964,-0.140875072929094,0.548,0.644,1,"iTreg","MRPL18"
0.000983295189185998,0.149545299370538,0.678,0.629,1,"iTreg","IDS"
0.000989305272411228,0.119473488757437,0.345,0.266,1,"iTreg","PREP"
0.000993587050723999,0.15602718019768,0.646,0.611,1,"iTreg","SUMF2"
0.000998921235851235,0.10141345184936,0.27,0.185,1,"iTreg","PLA2G16"
0.00101096247755441,0.160503526788545,0.965,0.918,1,"iTreg","MTHFD2"
0.00101315889437859,0.102969386302725,0.333,0.25,1,"iTreg","BAG4"
0.00101863540382929,0.243789075660505,0.983,0.956,1,"iTreg","TUBB"
0.00102203048495335,-0.135059334334159,0.614,0.739,1,"iTreg","MYH9"
0.00102203802381825,0.154834051910922,0.646,0.554,1,"iTreg","C1orf228"
0.00102204855845105,0.136050733205407,0.441,0.348,1,"iTreg","LYST"
0.00102295280447527,-0.10764452740539,0.339,0.45,1,"iTreg","AP3D1"
0.00102450077157152,-0.1000230197567,0.255,0.351,1,"iTreg","DDX23"
0.00103735391011751,-0.109397174893083,0.397,0.515,1,"iTreg","HMGN3"
0.00104362588182024,-0.140537310628087,0.472,0.582,1,"iTreg","C14orf119"
0.00104980534697759,-0.103974788633091,0.157,0.247,1,"iTreg","CEP83"
0.00105322862072175,-0.10835736375084,0.328,0.438,1,"iTreg","NUFIP2"
0.00105612309485673,0.1262366201045,0.481,0.411,1,"iTreg","ARL8B"
0.00105896943638969,0.156277673020062,0.571,0.51,1,"iTreg","ZEB1"
0.00108660264473039,0.103707997000017,0.414,0.333,1,"iTreg","NRAS"
0.00108684479766279,-0.171287682504568,0.893,0.922,1,"iTreg","LCP1"
0.00109860494016712,0.121646171955151,0.423,0.331,1,"iTreg","CRLF3"
0.00110093700072721,0.124393732230438,0.557,0.478,1,"iTreg","TRNAU1AP"
0.00110149022948707,0.155284658131842,0.42,0.328,1,"iTreg","VPS8"
0.00112604487401478,-0.110574758698825,0.365,0.484,1,"iTreg","EGLN2"
0.00113082821337238,0.194191868045602,0.73,0.69,1,"iTreg","RNF145"
0.00113736944803758,0.145109289730685,0.968,0.959,1,"iTreg","PTGES3"
0.00114251309223278,0.218477438741944,0.345,0.275,1,"iTreg","SOCS2"
0.00114604227666628,-0.115704136068847,0.678,0.762,1,"iTreg","CDC37"
0.00115058226014963,-0.405146236936946,0.568,0.64,1,"iTreg","C12orf75"
0.00116021432019813,-0.129991659735936,0.125,0.203,1,"iTreg","DDX60L"
0.00116868199564439,-0.103989840542231,0.203,0.298,1,"iTreg","UBAP2"
0.00116989345956758,-0.141642840720636,0.73,0.797,1,"iTreg","TCP1"
0.00117211051112294,0.174625716390838,0.467,0.388,1,"iTreg","TRAF1"
0.00117426524782613,0.176591656339345,0.461,0.374,1,"iTreg","C10orf54"
0.00117751948112314,-0.101943246237609,0.296,0.417,1,"iTreg","FAM45A"
0.00117819425689291,-1.13251005058409,0.061,0.127,1,"iTreg","CCL3"
0.00117824185073186,0.118055725970449,0.383,0.281,1,"iTreg","IER5"
0.00118960435004623,-0.161359537594687,0.919,0.936,1,"iTreg","HNRNPF"
0.0011901255032036,-0.28459484777493,0.617,0.685,1,"iTreg","WARS"
0.00120830605212205,-0.146659469039529,0.896,0.933,1,"iTreg","SLC25A3"
0.00121517631480695,-0.159386248500825,0.101,0.174,1,"iTreg","CALD1"
0.0012230525294941,-0.123810261818246,0.304,0.415,1,"iTreg","ALG5"
0.00122999732515769,0.109371367864882,0.496,0.414,1,"iTreg","CNOT8"
0.00125318771504467,-0.150833221536158,0.394,0.487,1,"iTreg","CDCA7"
0.00125351321370562,-0.113370290863084,0.186,0.272,1,"iTreg","SAC3D1"
0.00125643249007314,-0.113744258831013,0.212,0.307,1,"iTreg","MPRIP"
0.00126124543665218,0.114904901121918,0.49,0.395,1,"iTreg","CD109"
0.0012655582744057,-0.186559374965133,0.965,0.977,1,"iTreg","HSPA8"
0.00126779146097979,0.148974626900654,0.539,0.473,1,"iTreg","NFU1"
0.00127029676449231,0.108001833520725,0.31,0.229,1,"iTreg","HDAC5"
0.00132278519781127,-0.132168926627542,0.771,0.852,1,"iTreg","ATP5A1"
0.00132446257396262,-0.168608571423881,0.623,0.719,1,"iTreg","TMPO"
0.00133805596956732,-0.117754772633931,0.241,0.337,1,"iTreg","FGD5-AS1"
0.00134669376257921,-0.171967191951459,0.913,0.942,1,"iTreg","PRDX2"
0.00135930564070589,-0.120679280584871,0.31,0.415,1,"iTreg","GIT2"
0.00136675698853016,0.227894357166251,0.803,0.768,1,"iTreg","SNHG15"
0.00137842395207145,-0.173332035101675,0.533,0.612,1,"iTreg","IARS"
0.00138431479473431,-0.29526372406657,0.959,0.973,1,"iTreg","CD7"
0.00138435877687843,-0.144800195098524,0.959,0.976,1,"iTreg","COX6C"
0.00138627067721296,0.161738095397064,0.371,0.302,1,"iTreg","IMPAD1"
0.00139902964532148,0.11422113081559,0.652,0.592,1,"iTreg","RNF114"
0.00141004308704004,-0.122539602405285,0.594,0.708,1,"iTreg","USP48"
0.00141113425684512,0.13002376986286,0.388,0.31,1,"iTreg","MKRN2"
0.00143426484709038,-0.109678222182436,0.278,0.376,1,"iTreg","ZC3H18"
0.00145239834582533,-0.176025805772113,0.991,0.994,1,"iTreg","MYL6"
0.00146633588678452,-0.154489109942427,0.388,0.498,1,"iTreg","THUMPD3-AS1"
0.00147710267087309,-0.123660529880193,0.574,0.682,1,"iTreg","SPCS3"
0.00148426229072963,0.123700034320206,0.974,0.966,1,"iTreg","CCT8"
0.00148448131721564,0.136927270128386,0.612,0.554,1,"iTreg","RAB5A"
0.00149368748501558,0.140048239577059,0.449,0.365,1,"iTreg","KISS1R"
0.00151076226558653,-0.145172734899261,0.797,0.856,1,"iTreg","NDUFAB1"
0.00151192755410732,-0.116816277863292,0.412,0.527,1,"iTreg","MCM7"
0.00152160447472236,0.118247777122172,0.301,0.227,1,"iTreg","TMEM39B"
0.00152672859163322,-0.105869288291288,0.313,0.42,1,"iTreg","HAT1"
0.00154090523143515,0.129368409375312,0.53,0.461,1,"iTreg","RRAGA"
0.00154600735533512,-0.136729535081381,0.388,0.485,1,"iTreg","TRIP12"
0.00154604166651447,0.13714321555851,0.948,0.915,1,"iTreg","SRRM1"
0.00154958931510537,0.119390130051366,0.441,0.36,1,"iTreg","DMXL1"
0.0015663020863863,0.129033003920952,0.238,0.156,1,"iTreg","CTSH"
0.00156878330065041,0.12144986301485,0.849,0.812,1,"iTreg","NDFIP2"
0.00158972123584605,0.101742920368816,0.229,0.154,1,"iTreg","EVI5"
0.00159067185677359,-0.263279539621856,0.672,0.736,1,"iTreg","IFI44L"
0.00159241129299891,-0.182718711573758,0.893,0.93,1,"iTreg","MTDH"
0.00160055761050057,-0.202784056965425,0.612,0.685,1,"iTreg","HTATIP2"
0.00160501342995646,0.101918116364095,0.693,0.615,1,"iTreg","CD28"
0.00160668201028321,-0.121792935729927,0.209,0.304,1,"iTreg","LINS1"
0.0016103569836034,-0.104097118942005,0.246,0.336,1,"iTreg","RCN1"
0.00161068667961202,0.111316346709765,0.386,0.304,1,"iTreg","F8A1"
0.00161429135238412,0.123553702135362,0.313,0.235,1,"iTreg","BTLA"
0.001631862472137,-0.134303917843339,0.487,0.611,1,"iTreg","MCM6"
0.00163307160876879,0.123791165843743,0.365,0.292,1,"iTreg","BLVRA"
0.00163363028845366,-0.216154401745361,0.82,0.85,1,"iTreg","MX1"
0.00163746858078838,0.111946538277217,0.333,0.255,1,"iTreg","MED21"
0.00165070174796358,-0.230939066917617,0.916,0.937,1,"iTreg","SLC25A5"
0.00166408557642834,-0.172031816593085,0.548,0.627,1,"iTreg","PTPRA"
0.00168452534857755,0.111477652220936,0.496,0.423,1,"iTreg","UFSP2"
0.00169795619433732,0.155279333522795,0.687,0.646,1,"iTreg","AK4"
0.00170240317819049,0.117767271562899,0.4,0.316,1,"iTreg","UIMC1"
0.00173463092334464,-0.180555873412206,0.762,0.838,1,"iTreg","FYB"
0.00174607418532203,0.161624243667462,0.968,0.959,1,"iTreg","SARAF"
0.00174851346041885,-0.136666609269812,0.394,0.481,1,"iTreg","OXLD1"
0.00177301226500244,-0.151167694549687,0.539,0.631,1,"iTreg","NUB1"
0.00177938717884064,-0.144055189177196,0.614,0.713,1,"iTreg","ILF3"
0.0017801464830195,-0.108694715575741,0.284,0.379,1,"iTreg","SMARCD1"
0.00178311397548387,-0.261113950877233,0.516,0.602,1,"iTreg","SAMD9L"
0.00181770646740528,-0.10081530680745,0.188,0.272,1,"iTreg","FAM173A"
0.00182177502725661,-0.152462373669464,0.562,0.655,1,"iTreg","C17orf62"
0.00182396669805995,-0.128832160957773,0.42,0.518,1,"iTreg","RP11-620J15.3"
0.00183637196446326,0.23327602421633,0.6,0.53,1,"iTreg","GPR183"
0.00183739176108541,0.12926344039848,0.936,0.908,1,"iTreg","UQCRC2"
0.0018707067297097,-0.107483431745458,0.154,0.244,1,"iTreg","CASC5"
0.00188719542104466,-0.15032152637471,0.235,0.331,1,"iTreg","MAF"
0.0019057311931731,0.126956089406036,0.533,0.479,1,"iTreg","JOSD1"
0.00191300796543899,-0.169417587177748,1,0.998,1,"iTreg","ACTG1"
0.00192909248670607,-0.1321160546198,0.333,0.426,1,"iTreg","APOA1BP"
0.00194023691923023,0.101006256559902,0.281,0.206,1,"iTreg","PHLDA1"
0.00194470799081211,0.172481295046101,0.612,0.548,1,"iTreg","NUDT4"
0.00194762931526279,-0.224144020769002,0.139,0.214,1,"iTreg","OSM"
0.00196051885489342,0.110159021297115,0.348,0.26,1,"iTreg","DNAAF2"
0.00196093810812762,-0.133116830190383,0.62,0.71,1,"iTreg","VPS29"
0.00197772130423954,-0.11771849362284,0.38,0.492,1,"iTreg","YDJC"
0.00198408332020656,-0.117982795827005,0.348,0.455,1,"iTreg","PAXBP1"
0.00198602820644156,-0.104804310515647,0.325,0.435,1,"iTreg","GALK1"
0.00201873582277888,0.178685900184314,0.348,0.264,1,"iTreg","PRKCDBP"
0.00202476104666252,-0.132605006698964,0.687,0.774,1,"iTreg","MTPN"
0.00203606553927362,-0.149653314873951,0.516,0.614,1,"iTreg","NIFK"
0.00204627071911586,-0.100134318515314,0.316,0.423,1,"iTreg","KLHDC3"
0.00204755302901144,0.147401743738421,0.907,0.884,1,"iTreg","TXNL1"
0.00205017322847316,0.143243136831336,0.768,0.727,1,"iTreg","PPP1R14B"
0.00206782273006935,0.141721860033179,0.62,0.586,1,"iTreg","MED30"
0.0020686609092922,-0.131824530946904,0.786,0.858,1,"iTreg","HN1"
0.00207604636931364,-0.441482356244341,0.951,0.959,1,"iTreg","NEAT1"
0.0020950166836449,-0.115696259494018,0.826,0.869,1,"iTreg","PPP1CC"
0.00209801677929062,-0.133666921177537,0.617,0.699,1,"iTreg","TCF25"
0.00210212060691338,0.149681411931138,0.693,0.615,1,"iTreg","COPS2"
0.00210330038348589,-0.102118862373834,0.183,0.266,1,"iTreg","METTL2B"
0.00210421148093117,-0.111021938215788,0.357,0.456,1,"iTreg","R3HDM2"
0.00211648833737438,0.151243341948112,0.936,0.922,1,"iTreg","ESD"
0.002137103716598,0.112467716534126,0.991,0.979,1,"iTreg","COX5B"
0.00214214923649988,-0.113238964837068,0.272,0.366,1,"iTreg","MPHOSPH9"
0.00215840731638559,0.139526605032554,0.53,0.456,1,"iTreg","ADGRE5"
0.00215887066505521,0.162512646586742,0.67,0.624,1,"iTreg","DDX6"
0.00215945662784944,-0.118776203611147,0.342,0.44,1,"iTreg","GINS2"
0.00216383763795744,0.170369868202867,0.612,0.544,1,"iTreg","CCDC107"
0.00216701240627378,0.167281191589275,0.562,0.501,1,"iTreg","C12orf45"
0.00216961445462704,-0.114748256194675,0.429,0.548,1,"iTreg","TTC37"
0.0021711747943847,0.151303532960037,0.414,0.33,1,"iTreg","ANKH"
0.00217322741757035,0.11410455860471,0.957,0.969,1,"iTreg","C19orf53"
0.0021763921196602,-0.114485108167854,0.417,0.519,1,"iTreg","OXCT1"
0.00217823349493957,0.105670980986422,0.467,0.366,1,"iTreg","GBE1"
0.00219773887336551,0.123874493943992,0.594,0.524,1,"iTreg","EGLN1"
0.00220697891913284,0.168618247668541,0.571,0.508,1,"iTreg","BET1"
0.00221607255578309,0.140118619353825,0.557,0.479,1,"iTreg","C16orf87"
0.00226270045282143,-0.137701423613018,0.548,0.65,1,"iTreg","RNASEH2B"
0.00228611765856016,-0.184980934381356,0.446,0.537,1,"iTreg","NUCB2"
0.00229041491454623,0.152876289793943,0.536,0.472,1,"iTreg","KLHDC2"
0.00230525766602118,-0.121350005151003,0.417,0.513,1,"iTreg","ASNS"
0.00233730732772102,0.109285045050875,0.293,0.22,1,"iTreg","TMEM55A"
0.00233758011529645,0.181772063437975,0.742,0.708,1,"iTreg","CHMP4B"
0.00235522016735548,-0.134912562070494,0.238,0.331,1,"iTreg","SLC4A7"
0.00237081242139887,-0.149087744734155,0.345,0.441,1,"iTreg","BRCA1"
0.00240988946772125,-0.104650590937542,0.458,0.582,1,"iTreg","SNX17"
0.00245523960645167,-0.100733311852135,0.252,0.348,1,"iTreg","SECISBP2"
0.00245949292985844,0.184376167672947,0.809,0.783,1,"iTreg","CDC42SE2"
0.00248344364927052,0.116179983465497,0.812,0.751,1,"iTreg","DPY30"
0.00248617205090873,-0.113985223156112,0.89,0.922,1,"iTreg","RPL17"
0.00249465804959807,0.154242420943238,0.588,0.533,1,"iTreg","SMIM10L1"
0.00254694773023123,-0.140923454332903,0.913,0.945,1,"iTreg","SNRPB"
0.00259848158687879,0.115137622723276,0.994,0.992,1,"iTreg","COX7A2"
0.00260294879116623,-0.118874942452739,0.664,0.779,1,"iTreg","SUPT16H"
0.00263018927164702,0.176099428296317,0.664,0.634,1,"iTreg","EIF1B"
0.00264398776697013,-0.100087684451596,0.241,0.33,1,"iTreg","AKAP8"
0.0026613097262191,0.108158535866664,0.577,0.481,1,"iTreg","SLAMF1"
0.00268203099480378,0.112399721945063,0.768,0.734,1,"iTreg","SUGT1"
0.00268961418800098,-0.168608824546117,1,0.998,1,"iTreg","ACTB"
0.00269631496493338,-0.12238569649297,0.609,0.702,1,"iTreg","DNAJC19"
0.00271860770167227,-0.122857310167422,0.525,0.62,1,"iTreg","TGOLN2"
0.00272001138700843,-0.134359118807133,0.496,0.588,1,"iTreg","RBBP6"
0.00272619370501475,-0.164972431823554,0.429,0.502,1,"iTreg","LYAR"
0.00275767424184671,-0.113981423966564,0.525,0.631,1,"iTreg","TSC22D4"
0.00276061024678733,0.144078802346672,0.548,0.495,1,"iTreg","PRKCA"
0.00277906640502478,0.134265621601485,0.788,0.769,1,"iTreg","LSM14A"
0.00278465644947981,-0.15538242035671,0.481,0.563,1,"iTreg","SRM"
0.00279769167333314,0.102200416961971,0.965,0.962,1,"iTreg","SAP18"
0.00280268521084808,0.143391376523233,0.73,0.672,1,"iTreg","VIMP"
0.00283454076133613,-0.10643428526925,0.214,0.302,1,"iTreg","CEP295"
0.00284766456940746,-0.124543146760178,0.481,0.586,1,"iTreg","RHEB"
0.00285698578231681,-0.135080652717235,0.733,0.779,1,"iTreg","ATRX"
0.00285987189349868,-0.150697843554415,0.852,0.898,1,"iTreg","FKBP1A"
0.00286912272969212,0.153722789890817,0.565,0.515,1,"iTreg","TGFB1"
0.00292622183651413,0.10379349382459,0.951,0.956,1,"iTreg","C14orf166"
0.00295012520394527,-0.131559246516977,0.371,0.46,1,"iTreg","GMNN"
0.0029963049190018,-0.120699447022165,0.357,0.455,1,"iTreg","LINC01550"
0.00303018903946446,0.150280929511744,0.794,0.795,1,"iTreg","SCAND1"
0.00307240968021279,-0.158134883519697,0.528,0.602,1,"iTreg","UQCC2"
0.00307389989997149,-0.112385536785919,0.478,0.591,1,"iTreg","RAP1B"
0.00307405653616797,0.133194847394991,0.478,0.417,1,"iTreg","AKIP1"
0.00307736786953589,0.104137906041988,0.638,0.574,1,"iTreg","FAM204A"
0.00312121371111873,0.10774853895856,0.484,0.402,1,"iTreg","RRAS2"
0.00312766971777517,-0.124277969353647,0.252,0.342,1,"iTreg","S1PR1"
0.00312770549881066,-0.146908149237306,0.745,0.815,1,"iTreg","MYDGF"
0.00313957824784809,0.123093578557124,0.591,0.531,1,"iTreg","CCDC28A"
0.00315361905467596,0.293991357723304,0.643,0.608,1,"iTreg","UCP2"
0.00322178541433479,-0.123685473187695,0.397,0.479,1,"iTreg","SAR1B"
0.00322347767523103,0.106035726048336,0.461,0.386,1,"iTreg","UHRF2"
0.00326330514897347,0.142292927631848,0.548,0.515,1,"iTreg","USE1"
0.00329189314385438,0.146094354420616,0.991,0.991,1,"iTreg","PKM"
0.00330141960583488,0.102620954636907,0.846,0.853,1,"iTreg","SFXN1"
0.00331787329558148,-0.140704703270401,0.499,0.595,1,"iTreg","BRD7"
0.00333092765653115,-0.100426619623514,0.255,0.351,1,"iTreg","NOL11"
0.00333282873576212,0.262967468103102,0.757,0.721,1,"iTreg","JUN"
0.00335948613254872,-0.129146844544609,0.812,0.881,1,"iTreg","DDX17"
0.00339932316703035,0.175188273296376,0.609,0.56,1,"iTreg","RBMS1"
0.00340715312810434,0.100110441361436,0.922,0.895,1,"iTreg","SSR3"
0.00347448934878759,-0.107667454814595,0.348,0.455,1,"iTreg","PPP1R10"
0.00350196367541956,-0.123418161066161,0.365,0.476,1,"iTreg","BCL11B"
0.00351336015561652,-0.260712502129735,0.365,0.424,1,"iTreg","PERP"
0.00351666560419344,0.229597414999969,0.728,0.715,1,"iTreg","STK17A"
0.00354413966525497,0.145766362608971,0.571,0.487,1,"iTreg","CSGALNACT2"
0.00354855485864881,-0.105388022714312,0.786,0.831,1,"iTreg","TALDO1"
0.00355161069411751,0.113159133932924,0.435,0.359,1,"iTreg","C17orf58"
0.00358081738743802,0.111818000725039,0.339,0.264,1,"iTreg","SARNP"
0.003614345224382,-0.101432990096155,0.449,0.563,1,"iTreg","PLEKHJ1"
0.00361749320972076,0.113658302721242,0.464,0.402,1,"iTreg","RLF"
0.0036931898829939,-0.114598324519782,0.412,0.505,1,"iTreg","RUVBL2"
0.00370863563675705,-0.135189173896837,0.4,0.476,1,"iTreg","FAM120A"
0.00371681742222621,-0.148201348840815,0.736,0.832,1,"iTreg","EIF5"
0.00373488012082285,-0.137213289659165,0.449,0.534,1,"iTreg","SYNRG"
0.00374386724760987,0.124562642373747,0.493,0.441,1,"iTreg","MRPL39"
0.0037543487374792,-0.103916005532878,0.464,0.565,1,"iTreg","VTI1B"
0.00381702997411271,-0.117208557692803,0.475,0.594,1,"iTreg","SMC5"
0.00381705982862961,0.167022742136783,1,0.998,1,"iTreg","ENO1"
0.00382118960331482,-0.12213060558858,0.243,0.34,1,"iTreg","HMGB3"
0.00386185948026887,-0.153296094828107,0.51,0.629,1,"iTreg","SP110"
0.00401158933390652,0.124438590175991,0.681,0.652,1,"iTreg","DNAJA2"
0.00405074128926741,-0.195978576307492,0.426,0.513,1,"iTreg","ETS2"
0.00406141889287288,0.129434911108972,0.867,0.85,1,"iTreg","RAB7A"
0.00413784834212483,0.128342832056237,0.78,0.757,1,"iTreg","MAP2K1"
0.00417848419420757,-0.112896013669377,0.499,0.608,1,"iTreg","CEP350"
0.00417859349285692,-0.113338958267751,0.281,0.376,1,"iTreg","CDCA5"
0.00420419769180702,0.102374088829712,0.539,0.481,1,"iTreg","PPP1R11"
0.00421076389395428,-0.162271624743425,0.794,0.867,1,"iTreg","CD3G"
0.00425884974505418,-0.112545711439876,0.49,0.576,1,"iTreg","WDR43"
0.00426822313235799,0.164085067041146,0.762,0.724,1,"iTreg","PHF19"
0.00428286864267738,-0.132597218556436,0.594,0.699,1,"iTreg","DHX36"
0.00431606115461435,-0.116008169071814,0.994,0.994,1,"iTreg","SLC25A6"
0.00435121574352301,-0.133090134789688,0.594,0.679,1,"iTreg","TBCB"
0.00436527191118181,-0.120587511843368,0.536,0.629,1,"iTreg","ANXA7"
0.00436991026384975,-0.152180155284898,0.713,0.771,1,"iTreg","NOSIP"
0.00438881034424912,-0.105119602974993,0.403,0.504,1,"iTreg","ZC3H11A"
0.00441885299782126,-0.136310085035486,0.994,0.992,1,"iTreg","ARPC2"
0.0044403713708628,0.117383661696003,0.53,0.463,1,"iTreg","SCCPDH"
0.00444880865048975,-0.104609483733671,0.357,0.455,1,"iTreg","RUVBL1"
0.0045108202098815,0.106188159909981,0.997,0.994,1,"iTreg","LDHB"
0.00452734138104534,0.12232086598179,0.499,0.444,1,"iTreg","NT5DC1"
0.00454426810867524,-0.113608131163134,0.409,0.507,1,"iTreg","IRF2"
0.00454920894004443,0.107963824755752,0.794,0.773,1,"iTreg","ROMO1"
0.00457908612897543,-0.112173491193211,0.617,0.708,1,"iTreg","NME1"
0.00458511314126731,-0.141505682822516,0.214,0.295,1,"iTreg","BCAT1"
0.00460189896480825,-0.138981040695769,0.501,0.566,1,"iTreg","DCP2"
0.00464978210456607,0.12906777620244,0.429,0.366,1,"iTreg","IFNAR2"
0.00465965758265241,0.129424133022308,0.597,0.534,1,"iTreg","TMIGD2"
0.00467811474189565,-0.128723576488442,0.704,0.773,1,"iTreg","ARHGAP30"
0.00468445918842046,-0.123720851435424,0.565,0.663,1,"iTreg","TMEM230"
0.00469408467639613,0.134918712249764,0.62,0.592,1,"iTreg","EIF4E"
0.00469799215204826,0.112760817063597,0.687,0.621,1,"iTreg","ESF1"
0.00469924460549644,0.147990773164044,0.861,0.858,1,"iTreg","RBM17"
0.00475491637092538,0.13805865248821,0.638,0.577,1,"iTreg","CYB5A"
0.00475663980549691,-0.140124001259378,0.78,0.85,1,"iTreg","MRPL51"
0.00475786246450431,-0.112189295263376,0.8,0.893,1,"iTreg","N4BP2L2"
0.00477743638847515,-0.107477256166151,0.701,0.798,1,"iTreg","AP2S1"
0.00483907071202374,-0.121476497780415,0.481,0.579,1,"iTreg","STUB1"
0.00487348912436595,-0.105584757296964,0.403,0.505,1,"iTreg","KIF20B"
0.004901280112034,-0.15425360201724,0.89,0.898,1,"iTreg","DEK"
0.00492139953493255,0.138290780666583,0.699,0.66,1,"iTreg","NGLY1"
0.00495474535888378,0.195051037246923,0.881,0.872,1,"iTreg","MT-ND6"
0.00498625767864165,0.132590260757941,0.452,0.382,1,"iTreg","GEMIN7"
0.00505416502262371,-0.204920323497293,0.948,0.956,1,"iTreg","LY6E"
0.0051222841463955,0.116396521632156,0.803,0.768,1,"iTreg","GABARAPL2"
0.00517433987760305,0.126314045495601,0.794,0.733,1,"iTreg","BLOC1S2"
0.00519235391881544,0.133852727177594,0.635,0.577,1,"iTreg","ZNF622"
0.00519857279353945,0.144475558467652,0.69,0.641,1,"iTreg","MRPL42"
0.00522693516173689,0.177466083159124,0.516,0.473,1,"iTreg","MND1"
0.00525959960035021,-0.128618211170381,0.414,0.504,1,"iTreg","USO1"
0.00529045981710309,-0.106631588653014,0.499,0.6,1,"iTreg","SMARCC1"
0.00534209708702056,-0.156946942217465,0.168,0.241,1,"iTreg","GTSE1"
0.00542137816441586,0.128432644054853,0.829,0.78,1,"iTreg","RBM25"
0.00543726949711547,0.58596137622596,0.472,0.42,1,"iTreg","DNAJB1"
0.00546481133687303,0.105422323952913,0.328,0.261,1,"iTreg","FAM160B1"
0.00547941100691693,-0.102205645320001,0.287,0.377,1,"iTreg","NIN"
0.00551630234074369,0.116756840618709,0.98,0.969,1,"iTreg","MZT2A"
0.00551919310618789,-0.123188974603023,0.814,0.876,1,"iTreg","MRPS33"
0.00554300578599345,0.128450039204664,0.957,0.945,1,"iTreg","TSTD1"
0.00554977899763488,0.111378275560238,0.217,0.156,1,"iTreg","FHOD1"
0.00561065253246659,-0.136924233825689,0.655,0.557,1,"iTreg","LTA"
0.00566322197716493,0.105817106010796,0.693,0.65,1,"iTreg","TMUB1"
0.00567104955115857,0.142923786864869,0.997,0.989,1,"iTreg","CD3D"
0.00569654945014884,0.108051773508897,0.91,0.885,1,"iTreg","SNX3"
0.00570318772505916,0.109654630922857,0.504,0.44,1,"iTreg","CIAO1"
0.00571214617617439,-0.118968525998108,0.713,0.823,1,"iTreg","HP1BP3"
0.00575574711937006,-0.373252666546032,1,1,1,"iTreg","MALAT1"
0.00586253462802979,0.1033247162709,0.649,0.609,1,"iTreg","APBB1IP"
0.00587957697047615,0.113782823600497,0.339,0.272,1,"iTreg","DDHD2"
0.00592178770053177,-0.14729070471084,0.855,0.889,1,"iTreg","PDCD5"
0.00604816815251145,-0.13948441000761,0.684,0.756,1,"iTreg","MRPS12"
0.00610885268400681,0.110731528442715,0.11,0.063,1,"iTreg","ANXA3"
0.0062070869225523,0.145672825571719,0.855,0.847,1,"iTreg","PAK2"
0.00621292347143981,0.125632594006044,0.264,0.2,1,"iTreg","DUSP3"
0.00621563769079965,0.110004421536515,0.609,0.562,1,"iTreg","RBM22"
0.00622499706852826,-0.11579871383053,0.609,0.693,1,"iTreg","RER1"
