"","group_iTreg","group_Th17","group_Th2","group_Th0"
"ISG20",NA,0.317713492162537,-0.536426064494038,0.209224147840668
"MTDH",-0.182718711573758,-0.136103200391817,0.406782929438405,NA
"RPS23",NA,NA,0.197173478238166,-0.100519022963297
"SP100",0.117474990929712,NA,-0.410859184598538,0.120112504849101
"FAM120A",-0.135189173896837,-0.170008974049417,0.326986320971724,NA
"JAML",0.2677915784029,-0.236351855355144,0.327294810509152,-0.739948477606146
"RPS28",NA,0.127444291772635,-0.226830836128607,-0.122753622738271
"RPL23A",NA,NA,0.185545194607993,NA
"FLT3LG",0.204506402667287,NA,-0.354573306458782,NA
"RPLP0",NA,NA,0.245488749777344,-0.162977089263098
"PPM1G",-0.182516613020215,-0.210092428645782,0.319563794532926,0.240044654384232
"EEF2",NA,-0.135178076003232,0.319625938021605,NA
"TUBB",0.243789075660505,0.33875246795113,-0.636059910413339,-0.410278302252505
"TTC39C",0.164489487313491,NA,-0.322479477713244,NA
"EIF3L",NA,-0.159042501030693,0.326099513286952,-0.115847242674694
"EMP3",0.214384889817955,0.171804574239227,-0.381358413188128,-0.283144798447509
"TMEM173",0.1734070525894,0.2347562029061,-0.506331607726559,-0.163503587371429
"RP11-660L16.2",-0.12830106369037,NA,0.25387698307407,NA
"ENTPD1-AS1",NA,NA,0.142443306943951,NA
"RCBTB2",NA,NA,0.247025918942829,NA
"PFKFB3",0.171348915759174,0.157328754239898,-0.368664582434526,-0.168523472039942
"GALM",-0.217492563860131,-0.132051582375227,0.378536553937143,NA
"RASGRP1",-0.151655777390528,-0.139999924708496,0.401677590434892,NA
"DACT1",NA,-0.116635280672651,0.267795060386001,-0.145607884854774
"TRAC",0.197157661031248,NA,-0.506893679100545,NA
"ATP5C1",-0.160362876667868,NA,0.317978724989611,NA
"LGALS8",0.149517864411728,0.223087105935912,-0.373556786435458,-0.258204192579131
"MRPL3",-0.169276863731432,-0.111188183549894,0.317572432224091,NA
"RAB13",0.168284152449468,0.273081725851577,-0.479288318633346,-0.273378410251889
"RGL4",-0.103000516657366,0.319376081140968,-0.470952080829187,0.175294749351407
"ITK",0.173866066278414,NA,-0.312605187429898,-0.122517608661773
"SOCS1",-0.196696920683604,NA,0.465114170275983,-0.384051078493847
"TBL1X",NA,-0.181473647930364,0.178194659044417,NA
"ANXA6",0.184823512814915,0.160075357066501,-0.3662758478342,-0.208296504317136
"PCED1B",0.20020811067348,NA,-0.312345690369382,-0.13481802001923
"RPL27",NA,-0.110076494342521,0.176874291128919,NA
"PABPC4",NA,NA,0.267355826506742,NA
"RPS7",NA,-0.108942913986959,0.204537478765738,-0.106688697712896
"CD74",NA,0.161241917013445,-0.526143801850116,0.226953433530884
"LARS",-0.225912438883355,-0.173907486756163,0.329383988120542,0.240649692897285
"CCND2",0.159587220261316,0.372012488385702,-0.519793752065612,-0.439709673009913
"GNPDA1",0.167264402911471,0.194112608018667,-0.388417018872126,-0.213340006252922
"C6orf203",-0.160717848008623,NA,0.305908382330432,NA
"RPL23",-0.177315396855171,NA,0.276824063006247,NA
"CMSS1",-0.191145736090547,NA,0.366747170580785,-0.230161649134309
"RPS14",NA,-0.102631407901673,0.164346291730783,-0.147954900465137
"ATP5A1",-0.132168926627542,-0.101968826149196,0.333279042374144,NA
"IL1RN",NA,NA,0.189842191153153,NA
"CANX",-0.131134152298186,-0.143101924765216,0.343062521076524,NA
"RPS3A",NA,NA,0.18508902710453,-0.127357797046579
"TOMM7",0.115655700136692,NA,-0.229956787290242,NA
"TRIP4",NA,NA,0.221802086972572,NA
"BCAS3",NA,NA,0.162448445127984,NA
"APOBEC3G",0.122947655677393,0.239693851012455,-0.392225932807653,-0.208988461016767
"CCSER2",0.17173613287921,0.157124139647919,-0.340743953212642,-0.206881660130097
"CSF1",-0.104815047741196,NA,0.169439283741429,NA
"OXCT1",-0.114485108167854,-0.126503290886823,0.275321411157233,NA
"PPIP5K2",NA,-0.12693208108761,0.213237489221613,NA
"CLIC1",NA,0.106559895410399,-0.276035723313912,NA
"ETFA",NA,NA,0.230083586306164,NA
"UQCRFS1",NA,-0.189885115996948,0.30578983385625,NA
"JMJD1C",0.199316160884417,NA,-0.427109995034,NA
"NDUFB1",NA,0.180927367807953,-0.330154406778927,NA
"ABI1",0.10227708084178,0.203543072975989,-0.327220419736882,-0.170847822738707
"APRT",NA,-0.124458279443151,0.285091824833086,NA
"RXRA",NA,NA,0.155760986403799,-0.101144446169324
"NAA10",NA,-0.128789888180743,0.256170403771559,NA
"IVD",-0.109945433487774,NA,0.23750748158962,NA
"PLCL1",NA,NA,0.118566141289389,NA
"MAP3K4",NA,NA,0.166222519254789,NA
"TRAP1",-0.140997220975285,NA,0.211254871435171,NA
"CEP83",-0.103974788633091,NA,0.173054134546594,NA
"GJB6",NA,NA,0.131242812418835,NA
"HLA-E",0.169967266683561,NA,-0.352611317077848,0.165000647859937
"MAP3K8",NA,NA,-0.23550298387929,NA
"GPSM3",NA,NA,-0.299749695336693,0.182478856981482
"TCF7",NA,0.168729386592181,-0.264858061845885,0.106082413132049
"ZNF131",NA,-0.15315529813165,0.211852518881787,NA
"TMEM230",-0.123720851435424,NA,0.26019287892288,NA
"NOLC1",-0.18669799289185,NA,0.261558775840263,NA
"SQRDL",0.148522537048764,0.22307611665314,-0.344634600942178,-0.296965955364916
"RP11-421L21.3",NA,NA,0.175246430977579,NA
"RPL9",NA,NA,0.15146959622632,-0.105382129017
"STAT3",NA,0.30271977874394,-0.473476405824607,-0.177563445275143
"HNRNPR",-0.262901027597988,NA,0.294832176971237,0.223271171946698
"EIF4ENIF1",NA,NA,0.153685145893581,NA
"SLC27A5",NA,-0.148372902232322,0.211642447496415,NA
"GLRX3",NA,NA,0.275058566057849,-0.182377137678219
"SLC38A1",-0.209734001225999,-0.169929934257044,0.307540463934922,0.23862013455986
"PCYT2",NA,NA,0.135569114039471,NA
"NOP14",NA,-0.14191572453801,0.237229683879835,NA
"PURB",NA,NA,0.184094567044962,NA
"MZB1",-0.171728113289184,-0.22390439560367,0.27359287388917,0.308344941282366
"XBP1",-0.149763014490629,-0.201415006260009,0.19135989818259,0.348244033543714
"RAD50",-0.195103436934205,-0.105910047719096,0.22306533014648,0.229020256363933
"GTF3A",-0.102930889748455,-0.145921024602987,0.292704628563144,NA
"FHL3",0.136315672622786,0.147155350488536,-0.244542342855668,-0.240290657035279
"RPS12",NA,NA,0.161997442777333,NA
"LDHB",0.106188159909981,-0.166674589670074,0.194096089034917,-0.202662038776372
"AHCYL1",-0.14126587553253,NA,0.193029776220792,NA
"YY1",-0.114296695654671,NA,0.270830254517798,NA
"ANXA7",-0.120587511843368,NA,0.23981595343717,NA
"LSM7",-0.103341458429748,-0.117363105511102,0.257710690815639,NA
"SSBP3",NA,NA,-0.230124685388949,NA
"MAPK9",NA,NA,0.156206789351739,NA
"TNFSF10",-0.166920331339374,NA,-0.479043104065923,0.737091967079339
"ABHD6",NA,NA,0.105821997804026,NA
"ABCE1",NA,-0.180342541964464,0.274519484508981,NA
"ATXN7L3B",NA,NA,0.196643185892954,NA
"MYL12B",0.208595944136971,NA,-0.268215359677386,-0.140069456599944
"MTHFS",-0.127627754017037,NA,0.191767468723022,0.113457676444595
"NPM3",NA,-0.140702316245268,0.285768869151638,-0.113065170469864
"MTHFD1",0.148890576528566,-0.166000187768048,0.272333983508966,-0.186251581132765
"ZNF43",NA,-0.101731407914318,0.195337087226027,NA
"TRAF5",NA,-0.129425483144559,0.176479174462457,NA
"EHMT1",NA,-0.156683791683629,0.177503214896326,0.130526299257295
"SOS1",-0.200073352686169,-0.185744355173592,0.175996324044348,0.423813166568603
"KIAA0100",NA,NA,0.144692306590029,NA
"GADD45B",NA,0.171501285701847,-0.435205351643214,NA
"GSPT1",-0.108587272466232,-0.140251557456978,0.275215244740379,NA
"CDC45",-0.141226738796194,NA,0.312808206805423,-0.10363394202881
"PLSCR1",NA,NA,-0.340059523964064,0.273062649279965
"CDKN2D",NA,0.220220757913489,-0.361457002488204,NA
"SLC25A3",-0.146659469039529,0.131238186948564,0.289527990000852,-0.20371365100212
"ICOS",0.209986703701726,0.165471313365663,-0.445533489184269,-0.172108620669419
"DARS-AS1",-0.102727478664311,NA,0.213375495184448,NA
"RPS5",NA,-0.130830234925931,0.152252864101023,NA
"EIF3D",NA,NA,0.225325429577011,-0.243974590131715
"NSL1",-0.159009227393534,NA,0.246567732244493,NA
"H2AFY",-0.186424729551991,-0.277193036647363,0.32640691681726,0.340344048702734
"SETX",-0.160390711144934,NA,0.22814317263508,0.142166188081281
"NME1",-0.112173491193211,-0.104567076969685,0.254395865976626,NA
"HMBS",NA,NA,0.169324736659036,NA
"OSTC",-0.113230454216746,-0.116891789913294,0.251247766995936,NA
"GPR132",NA,NA,-0.138081873888402,-0.100391760636303
"PKM",0.146094354420616,0.235048541835185,-0.339673703898028,-0.326690050484074
"VPS13C",-0.117225908365089,-0.157222995170877,0.178699972664547,0.241703151102027
"NDUFS6",-0.244320786328914,NA,0.322939741182592,NA
"MCL1",0.117508947831633,0.117556937909532,-0.380698873157313,NA
"PAXBP1",-0.117982795827005,-0.134011830998519,0.238141496889531,0.119570024132946
"TIMM13",NA,-0.123046395103533,0.277311406233447,NA
"EIF3K",-0.107059589318233,-0.126995299805623,0.249370844957606,NA
"TRAF1",0.174625716390838,NA,-0.295286125907872,NA
"ACSL3",-0.133665898578904,NA,0.184500870694194,NA
"NBN",NA,-0.136804037037924,0.199767153913199,0.111402619189471
"RNF19B",NA,NA,0.127024699725698,NA
"HSPE1",-0.235551569681328,-0.107479172964868,0.333060449099004,0.140881318912096
"TKT",NA,-0.206935311558025,0.309874416086649,NA
"MICAL2",NA,-0.231865408792001,0.282387843890014,0.135905820157242
"GPR18",0.23327602421633,-0.112129351153441,0.146723519653918,-0.540080978568858
"MRPL27",-0.145927488418764,-0.120936110565317,0.258422646411079,0.117361746584945
"SH3GLB1",0.140265241138313,NA,-0.271138230739499,NA
"LRP10",NA,0.159153029617015,-0.247774754054638,NA
"FAM65B",0.165187076233711,NA,-0.346382328930361,0.283180442107352
"STK10",NA,-0.125632779618712,0.174839705930595,0.160109691199706
"RPS15A",NA,NA,0.123005146573116,NA
"UBE2L6",NA,0.157462710616379,-0.321570505265292,NA
"RAD23A",-0.104962693641485,-0.100105360150017,0.26017313986466,NA
"OPTN",NA,0.112696719260126,-0.275365365014653,0.203378733382792
"SRP72",NA,-0.16367730022687,0.287602606174369,NA
"HNRNPA1",NA,NA,0.215728246546326,-0.188791787291567
"ATRX",-0.135080652717235,-0.177132119741131,0.255233355236633,0.1978123386909
"CYCS",-0.124927413963093,-0.149065648785868,0.278570583779529,NA
"ARPC2",-0.136310085035486,-0.260870830468387,0.302625349372588,0.266198884718162
"RBM26",-0.100587594570808,NA,0.201346236615267,NA
"PRDX4",0.100694703992267,0.272091292345797,-0.346056592972401,-0.296548557316549
"CTSB",NA,0.183193639803095,-0.267737245187794,-0.143325891754097
"CDC42",0.238971148532827,-0.12883234826267,-0.308730605502567,-0.131657279220323
"AFF4",NA,NA,-0.195452951147411,NA
"AKAP11",NA,-0.101388532950987,0.202582335172221,NA
"EPS8",0.382109646852723,NA,0.113456632944983,-0.308985338250691
"IFI44",-0.129653471150163,0.282018365297672,-0.342449180674523,0.150451390926764
"BAZ1B",-0.189642435642104,-0.104586345499473,0.231039759684271,0.206298857609515
"TMA7",0.129737561388902,0.128890636508995,-0.223660532526319,-0.215269810625873
"SIRT1",0.194509276420897,NA,-0.243888379416228,NA
"AGPAT3",NA,NA,0.146863077156982,NA
"SMARCAD1",NA,-0.102956269479381,0.163452914437287,NA
"TMPO",-0.168608571423881,-0.269479669557097,0.288835522860063,0.35146506534945
"CHD8",-0.133356251601586,-0.102415103159035,0.210256359229109,0.133671874427443
"EIF1",0.202363479018853,0.18876945329616,-0.33889846740048,-0.355393191973592
"GALNT2",0.131773564025455,NA,-0.201020494317602,-0.104499335944287
"CD69",0.217800508831373,NA,-0.263695699813418,NA
"LMO7",-0.187782102286545,-0.181571758248164,0.237767462860988,0.317833934824485
"RPL36",-0.100215925517344,NA,-0.158052832865359,-0.12753907681213
"PMS1",NA,NA,0.152819992950599,NA
"UQCC2",-0.158134883519697,NA,0.238575661052569,NA
"ADAM19",NA,0.125564902909457,-0.254267738341677,0.137444852142286
"RP11-796E2.4",NA,0.116455646513952,-0.224774803154162,NA
"CCT6A",-0.164306252245429,NA,0.24918481277867,-0.120451322077898
"ACTR2",-0.1796440685148,-0.120035471614351,0.265726663541446,0.165018908468309
"STAG3",-0.21613983081267,0.32778135691607,-0.386870308049323,0.264154398483875
"GPATCH4",-0.172481660565348,NA,0.226785478307857,NA
"COX7C",NA,NA,-0.165348028449401,-0.106908854185044
"NDRG1",NA,NA,-0.164385919687757,NA
"NDUFC1",NA,0.109780706940185,-0.253877526227315,NA
"IFIH1",-0.115730970504017,0.282815782968891,-0.327725299647492,0.106597261590644
"TACC1",-0.17313910516342,NA,0.279288223401584,NA
"GOPC",NA,-0.124155327321577,0.186300693977721,NA
"DAPP1",NA,NA,-0.256604110379455,0.144487901251147
"YWHAQ",-0.171665972173444,NA,0.231820065489242,NA
"RPL36A",-0.100215925517344,NA,0.151130847250556,-0.170496364702887
"CHCHD10",-0.13971804201149,-0.100219488379387,0.29566591930296,NA
"SAP18",0.102200416961971,0.106667659985399,-0.206883174411424,-0.130467520317654
"ZMYM4",NA,-0.115874147042185,0.185909728336225,0.122602497792061
"GIMAP7",NA,NA,-0.33016226678048,0.337122080591213
"NOL3",NA,0.110019899561632,-0.228792251503999,NA
"BAG2",-0.103638706199698,NA,0.197705523077094,NA
"RCSD1",-0.180349557649831,-0.188888210732741,0.220934075958512,0.339580399489903
"ATF6",-0.121667293214956,NA,0.193242154025129,NA
"GPRIN3",NA,-0.170750567577043,NA,0.418460065980452
"SYNE2",-0.263112751454005,-0.293140677513094,NA,0.871991843663222
"MYO1F",-0.110977583270685,NA,NA,0.266680638649867
"SMAD3",NA,NA,NA,0.296135636423488
"SAMD9",-0.297688581341415,0.157022171534451,-0.338534400899585,0.58720035395604
"STAT1",-0.231001353780474,-0.259701077034889,NA,0.859793753000216
"PRDM1",-0.122309907960701,NA,0.10444382869646,0.185518552253037
"ARAP2",NA,-0.121068600672516,NA,0.360403694851115
"MPRIP",-0.113744258831013,-0.163457606437628,NA,0.369657732339718
"GBP5",-0.158766008419183,-0.132917920954879,-0.140062375080272,0.642472468995428
"TMSB10",NA,-0.184679229369975,-0.183590035764798,0.481246865174359
"PARP14",-0.199493668918869,NA,NA,0.456315831996402
"ELF1",NA,-0.27928764325913,NA,0.451359108712962
"CASP4",NA,-0.141197128563261,NA,0.376183397208458
"CARD16",NA,NA,NA,0.307934465429337
"GSTK1",NA,-0.101140391448225,-0.116504822747632,0.481805235404459
"NPAT",NA,NA,NA,0.259385138551245
"GIMAP6",-0.122652419549105,NA,NA,0.287181575755887
"STAP1",NA,-0.108716739206853,NA,0.246621858869014
"NEDD9",NA,NA,NA,0.169414909193959
"PYHIN1",NA,NA,NA,0.262368584651802
"SLFN5",-0.144311816437053,-0.117643200659321,-0.134661172512812,0.595354716055369
"SAMD9L",-0.261113950877233,0.157022171534451,-0.338534400899585,0.565220982187857
"SIPA1L1",NA,-0.106752699116064,NA,0.276806903672212
"PRKX",-0.197533501054055,-0.193155491582354,0.162026496769364,0.448129997702493
"TBC1D1",-0.111679503634302,-0.124190622830719,0.132172540989255,0.241477924698287
"KLF2",NA,NA,NA,0.162874664632757
"RAN",0.154496412123688,-0.155745829106296,NA,-0.41299462222964
"GPR65",-0.16368937039573,-0.132531645509483,0.161366354447732,0.303441829497488
"IFITM2",-0.169261714489684,NA,-0.10244509324104,0.541485422261658
"NCALD",NA,NA,NA,0.167132053805983
"FYB",-0.180555873412206,NA,NA,0.405349830426762
"PTP4A2",NA,-0.157193203035777,-0.118224189360176,0.321093984292972
"PYCARD",-0.107325719854016,NA,NA,0.373476888778438
"CLECL1",NA,NA,NA,0.10412313757658
"VDAC2",0.148465107823899,0.117204283202018,-0.154078094013974,-0.339777254698818
"ETHE1",NA,0.222690020552775,-0.153779677987416,-0.393082820321914
"ADD3",-0.228108091575264,-0.144840642642261,0.158180786436341,0.428441875720764
"BDH1",-0.1385268653147,NA,NA,0.238502899981842
"LCK",NA,-0.25676349375462,0.101681148189438,0.42978552759558
"KLF7",0.148724578361926,0.101876113047045,-0.158716031009279,-0.297544782226592
"DUSP5",-0.121014548493364,NA,NA,0.211792966513389
"TBC1D2B",NA,NA,NA,0.18692284858988
"NIN",-0.102205645320001,-0.145010349810171,0.124528985002566,0.269196334588102
"CD96",0.16040034017696,-0.242507703095167,-0.281154093337987,0.450509954238625
"TC2N",NA,NA,NA,0.194991555347718
"RNASEH2B",-0.137701423613018,-0.171555061659603,0.136109261483375,0.35450311062715
"GNB2L1",NA,NA,0.137118290653427,-0.245777821362603
"PPP1R14B",0.143243136831336,0.235301248264705,-0.269443107857021,-0.428333694710165
"OAS3",-0.173099694342493,0.126600056528028,-0.217583225268994,0.357104181273129
"ST3GAL5",NA,NA,NA,0.11456061462677
"HBEGF",NA,NA,NA,0.307142652134416
"HIST1H1B",-0.350687346970551,-0.421469151572517,0.440965814826649,0.628256306219291
"KIAA1551",NA,-0.219633141245365,NA,0.340062212177608
"HIST2H2AC",-0.206970343593036,-0.168046166185804,NA,0.509719856064207
"GBP1",-0.224363530245011,0.120733694503737,-0.173258116446199,0.398632717403042
"RP1-187B23.1",NA,NA,NA,0.142611065258489
"PRF1",NA,NA,NA,0.21553247602562
"PSIP1",-0.220792405596479,-0.157902577713009,0.252285487304693,0.314771572656326
"GZMA",NA,NA,NA,1.25527292345282
"NSF",NA,NA,NA,0.154222151178051
"JAK1",NA,NA,NA,0.331231856610698
"EGFL6",NA,NA,NA,0.219520450336889
"RARRES3",-0.2820117902223,-0.103314777996524,0.245676047507104,0.335532867494293
"CASP1",NA,-0.117755516573515,NA,0.213837014372987
"TRMT112",NA,NA,NA,-0.358972601666411
"SEPT6",-0.121766346023853,-0.136423889572717,NA,0.334606489470629
"LY6E",-0.204920323497293,0.240703579758616,-0.41244169615443,0.421582736894293
"OXR1",NA,-0.112306568663546,NA,0.260978324799773
"BATF",-0.838736531499168,0.258185866401307,0.245875347609407,-0.472239553273245
"SRBD1",NA,NA,NA,0.156521342039054
"SNRK",NA,-0.103355835317277,NA,0.189181278996884
"RPA1",NA,-0.15168779680239,NA,0.318654998710618
"DGKH",NA,NA,NA,0.159025911039848
"RP11-382A20.3",NA,NA,NA,0.176112029495482
"TPM3",NA,-0.195088194175983,NA,0.301927868555199
"SEPT11",NA,NA,NA,0.119549794743284
"SYNRG",-0.137213289659165,NA,NA,0.296597427806446
"CASP10",NA,NA,NA,0.191803623634266
"DOCK2",NA,-0.177806514403354,0.185031230061176,0.210423284095579
"CHD7",NA,NA,NA,0.206143043476091
"PTBP3",NA,-0.102985478448152,NA,0.232968750605281
"CXorf21",NA,NA,NA,0.116765153471064
"CCDC69",-0.127667064713723,NA,NA,0.232810413679198
"GBP4",NA,-0.138105532929878,NA,0.388047492529606
"DTX3L",NA,NA,-0.117823184333733,0.222799873001199
"RRBP1",NA,-0.108361567654881,NA,0.239329639538994
"PRRC2C",NA,-0.234878012227012,NA,0.307298427980898
"ETV7",NA,NA,NA,0.129443597907531
"SUCO",NA,NA,NA,0.184725495807997
"GPR183",0.23327602421633,NA,NA,-0.540080978568858
"CYTH1",NA,NA,-0.142387068402202,0.28227183829801
"JUN",0.262967468103102,0.166179592193683,-0.444880147258847,-0.298963436365081
"C1orf228",0.154834051910922,NA,NA,-0.337600653573434
"STIL",NA,NA,NA,0.133003440834619
"PRKCH",NA,-0.107953689041539,NA,0.259396497882065
"EXOC2",0.190785662117292,NA,-0.173302711558698,-0.371252864359847
"N4BP2",-0.112189295263376,-0.197844706715359,0.160535560564318,0.238337158224691
"S100A11",NA,0.298684331572332,-0.228072530601784,-0.500634145041687
"CXCR4",0.117572429056069,0.384280386647105,-0.429213232983746,-0.497643493461711
"FCHSD2",NA,NA,NA,0.127937294008658
"DOCK10",NA,-0.206414672140257,NA,0.297748501359161
"STAT2",NA,NA,-0.160494116014979,0.251936470420633
"HIST1H2AH",NA,NA,NA,0.159623715501821
"SF3B6",NA,0.183905173432413,-0.170387430960031,-0.30531316608634
"DLGAP4",NA,0.117812189287305,-0.109132924173035,-0.246582434577723
"ANKIB1",-0.149452972612926,NA,NA,0.258908160347363
"CSTF2T",-0.103853489530738,NA,NA,0.184252137291022
"SELPLG",NA,-0.115077836932196,NA,0.204282379600386
"OSM",-0.224144020769002,NA,-0.137519617364782,0.501832142751121
"C19orf38",NA,NA,NA,0.124655248617007
"SEC14L1",NA,NA,NA,0.191427834967861
"CBLB",-0.111597820334939,-0.139028533998173,0.13413071353135,0.26280172481644
"HCST",NA,-0.254619970504927,NA,0.518666405451033
"USP15",NA,NA,-0.119412499290778,0.343930346427367
"NDUFB8",NA,NA,-0.162923567104692,0.336992680161353
"TRAK2",NA,NA,NA,0.180736119851956
