"","group_Th17","group_Th0","group_iTreg","group_Th2"
"TSHZ2",0.399503918070617,-0.476117239663856,0.257649915412946,-0.545840647055547
"PITPNC1",0.173376381187523,-0.107559409912955,NA,NA
"RPL36",-0.173968833091179,0.255366508292227,-0.14810042312615,0.116617407202556
"MYL12A",0.279249849046552,-0.478662235108153,0.371870360144613,-0.550851269674011
"EIF3L",-0.303764804876296,0.462741227301717,-0.404319636119714,0.349720066265066
"AHCYL2",0.225134558692597,-0.395324873304296,0.288567349179146,-0.369388885455109
"RCAN2",0.287133800194759,NA,-0.127042397994723,-0.149620400586082
"MIAT",0.324554761998421,-0.231095349775854,NA,-0.21689365589251
"LAT",0.33131260252679,-0.543862435805536,0.378049371214125,-0.577685781738582
"EEF1B2",-0.298102289787798,0.500881011000234,-0.64259764898132,0.583962152533256
"RPS23",-0.226087843427027,0.420444292083464,-0.467253985531685,0.400882390559573
"PTGER2",-0.206521076108625,0.129006342521088,-0.198076021617697,0.415943393396824
"APOBEC3H",0.32690036595153,-0.826492183008771,0.686325936828971,-0.980477477998617
"ABTB1",0.167485361953531,NA,NA,-0.106607927151345
"ATP6V1D",0.417499619049182,-0.52226965993928,0.261835309371464,-0.521358449760219
"NPM1",-0.257015415303533,0.279677832077,NA,NA
"RPS13",-0.192036179447284,0.399576432180988,-0.425838358628779,0.334035005383967
"PRDX5",0.199813132455561,-0.174919531229722,NA,-0.229339377417225
"RPL8",-0.17946059857425,0.381634991609719,-0.346790288267279,0.233704137310732
"NSG1",0.390788615924552,-0.507871349840924,0.258322629401499,-0.474773696341565
"CCNA1",0.170339019884575,NA,NA,NA
"CD200",0.324120374546621,-0.237497027651753,NA,-0.343803484892635
"UPP1",0.28799312906782,-0.151634204700403,NA,-0.467675706057907
"EEF2",-0.264699434453129,0.479249748114306,-0.422455010370793,0.301414709589614
"RPS16",-0.187371452319356,0.408169574501294,-0.437356862228131,0.330985309954658
"LGALS3",0.285539250931356,-0.556589616504183,0.538841204164884,-0.898863675821657
"TRAT1",-0.231228426089585,0.279189030055053,-0.196440585205947,0.234026615580539
"KIF2A",-0.362164884909904,0.517672723799352,-0.411242101065723,0.346596864298455
"RPL18A",-0.180060354270952,0.424355802703866,-0.383136360388122,0.220938438514749
"RPL37",-0.16875007210488,0.233598446018584,-0.254121740791979,0.304721615937554
"TNFRSF12A",0.170576717272223,-0.224722996220155,0.160095607224985,-0.253320375599717
"PKIG",0.145273970203964,NA,NA,NA
"FAM177A1",0.231249900060587,-0.308709873692026,0.18861580108534,-0.297375090709785
"RPL32",-0.174824098672704,0.388251095433821,-0.335193114955317,0.200159232354133
"RPS18",-0.220466608088881,0.450030167244298,-0.434607353878436,0.306659680017567
"AQP3",0.261605197786072,-0.49887137533447,0.330052308985185,-0.377916360864227
"LRP10",0.228347867464789,-0.261928975287371,0.123615745017683,-0.228322965517205
"RPS9",-0.155873084090408,0.30740821535208,-0.283984677235011,0.222894272545788
"S100A10",0.296198460066357,-0.379673675164394,0.28518893204885,-0.541576847686736
"MIF",-0.288594118178873,0.136905578499516,0.235744144357036,-0.222468926806659
"RALA",0.252746421560927,-0.292640132887356,0.188586904965674,-0.366854214462561
"HMGN2",-0.357502157358354,0.180720899897716,NA,0.239596666691607
"SPINT1",0.12217884885595,NA,NA,NA
"RPL21",-0.208116150513263,0.451936421338392,-0.463034283456384,0.326656057643517
"SLC25A5",-0.369488596347412,0.314893103564698,-0.295775086306088,0.490427079396002
"PERP",0.234170199850529,NA,NA,-0.395447852016624
"RPL11",-0.165185761870664,0.352124744754964,-0.325826997026899,0.229227059814641
"HNRNPA3",-0.283695935655668,NA,NA,0.211171760150028
"RPS4Y1",-0.276376857267104,0.396634123265665,-0.343561023522118,0.33087686864425
"BATF",0.375514902480835,-0.377801802493984,NA,-0.178268897075984
"RNF157",-0.107039332215422,NA,NA,0.217363978451578
"PPP1R14B",0.26363408017694,-0.373196430811877,0.185108955486423,-0.253252177883192
"NCAPD2",-0.196865922867436,NA,NA,0.236001120088171
"UNQ6494",-0.19209137834247,0.141730701013026,NA,0.175899373781438
"RPS2",-0.243176703372309,0.523246591644463,-0.548323598144859,0.375236881832362
"RPS12",-0.187772026835074,0.405468109080606,-0.473938875174946,0.384050465952591
"IL21-AS1",0.117543365875042,NA,NA,NA
"RBCK1",0.213108386818347,-0.36342275758528,0.218874720963417,-0.241910219469495
"PHF11",0.257886332376379,-0.408359886514619,0.238612571332991,-0.303395911017233
"SPATS2L",0.259691703268686,-0.402045971812158,0.181211320281335,-0.194750635901044
"SERBP1",-0.241624270581136,NA,NA,0.201737050637103
"JHDM1D-AS1",0.225460024053226,NA,-0.138757569254176,NA
"SLAMF1",0.334524614587024,-0.417470394030969,0.293484655399,-0.585099986483643
"HIST1H2AH",-0.145887635893592,NA,NA,0.198163819585015
"MT-ND1",0.223459814006746,-0.354714239716546,NA,NA
"DYNLRB1",0.230170302294696,-0.205675423066948,0.112681561332741,-0.299522441899268
"RPS20",-0.159374406172922,0.238255652172153,-0.285644628500195,0.331132898499495
"PPIL1",0.192129501243425,-0.204888645171145,NA,-0.146163592011758
"PLIN2",0.232295325452889,-0.424626479573785,0.396953505910171,-0.601826758053917
"RP11-305L7.3",-0.119643001739338,0.155037150590365,-0.142891919755491,0.184650576987362
"PLAUR",0.133114860290821,-0.224560981812027,0.209502068705612,-0.287503356089415
"GNG5",0.207238543872203,-0.368600563339142,0.3001725506535,-0.402592357219016
"IMPDH2",-0.241286863036724,0.345130641344459,-0.257661721063278,0.239854460249349
"RPL35",-0.142666800284469,0.30820856466812,-0.273861366017808,0.188391084084652
"CD63",0.294087950250204,-0.234789333504063,0.164937956245935,-0.501635932526035
"TMPO",-0.29076334001386,NA,NA,0.340924155187109
"HELZ2",0.242494272982962,-0.204099583067128,NA,-0.224754971883052
"IER3",0.25856574284354,-0.462436118069768,0.410958583680766,-0.633406978592153
"MAGED2",0.260567284944361,-0.322852820988471,0.241077106804416,-0.453470720621412
"NPDC1",0.184369460461504,-0.200138883547974,0.101328264555097,-0.19725602992861
"CD151",0.179598869603003,-0.263860698939752,0.149593167090988,-0.187141833087527
"GZMB",1.07334574180305,-0.170301910511172,-0.558411519146618,-0.98594598173211
"AHCY",-0.190623192554771,0.178509348107495,0.288567349179146,-0.369388885455109
"LGALS1",0.429370649631865,-0.568634917343364,0.389430119456809,-0.815309635873845
"MKI67",-0.410099745878175,0.140566223447631,NA,0.46262155778879
"METTL9",-0.217246861685637,0.155943079694035,NA,0.196667859678897
"CD2",0.215340362837212,-0.288547470660497,0.325419033878462,-0.625094857735457
"RPL13",-0.15119577449765,0.406047510492831,-0.442188945263623,0.293976184726482
"RPL19",-0.134575811000506,0.365368059414534,-0.398400102387241,0.272401068774927
"RPL12",-0.190501324149613,0.43979073247752,-0.418088698020532,0.26065903155366
"RPS5",-0.178202150550221,0.41063910430789,-0.394095682660397,0.255427476113853
"RPL26",-0.10929901093396,0.373781010151612,-0.45770251036285,0.308217051048446
"RPLP1",-0.119736831877519,0.344077726886593,-0.352488408475323,0.218842968793908
"RPS14",-0.132219499857813,0.32782336296023,-0.311154903596016,0.19991814201473
"RPL9",-0.105696580826239,0.390023895699086,-0.460085324851071,0.282376056588035
"RPS11",-0.133073626885706,0.345563648393478,-0.408602484498761,0.314051726037303
"RPS25",-0.127069451251393,0.339058284270228,-0.360193349618765,0.247649303653911
"RPL35A",-0.15200215858611,0.342500798236875,-0.355490988529295,0.269109740655919
"RPL23A",-0.110010624401593,0.292669445598653,-0.336931735327947,0.26055222880421
"RPL7A",-0.194912567161628,0.390150653622658,-0.485123843214691,0.429157083275141
"LY6E",0.241771842136787,-0.72170503417049,0.641154965876311,-0.789027261083845
"RPL24",-0.116415927905526,0.283980709023176,-0.312337172333057,0.246447876370457
"RPL18",-0.105157248775613,0.287434729873826,-0.342088905195018,0.26915621157657
"MX1",0.266329624863798,-0.740211835454269,0.672930608074297,-0.921795668896665
"RPL10",-0.101637880715499,0.350157862884863,-0.337261334968904,0.161509410659014
"IFIT3",NA,-0.885619279920795,1.00741686108747,-1.29112876229663
"RPL29",-0.121965444234665,0.326256124866779,-0.371012268388331,0.275429712375685
"PSMB9",0.153864662942573,-0.500086069231476,0.432688049672709,-0.394826175702258
"USP18",0.121076421269365,-0.63599980890717,0.710087499474653,-0.843458130813372
"RPL34",-0.166603789939212,0.325813837392276,-0.311076981811249,0.249457531892274
"EEF1A1",-0.176459517044465,0.387678597507246,-0.405859075343249,0.304372848387158
"RPS19",-0.131408659541629,0.281543048716531,-0.234484748157744,0.153314661937585
"VOPP1",0.209515642335143,-0.415141680589728,0.261390336400679,-0.247837428839718
"FTL",NA,0.563071216589885,-0.530256796895463,NA
"TNFAIP8",0.178357190991574,-0.600542062631407,0.585498654602159,-0.67941480729633
"RPLP2",-0.119626722613551,0.2561548379712,-0.302845931424812,0.277954435000624
"RPL27",-0.125859639382239,0.275307411730837,-0.328008449616624,0.294453515059305
"RPL30",-0.108790017622494,0.260706844007943,-0.29097736368481,0.239305655458424
"DRAP1",0.194478663419883,-0.465454792608997,0.417280745487234,-0.49843157207289
"IFI35",0.204872212851041,-0.556884019158502,0.520388612190154,-0.636963838383013
"SLC4A7",0.294041803497311,-0.628337889621183,0.414096673701253,-0.449297404178768
"CAPG",0.218459486896803,-0.751386182773343,0.636599628115525,-0.667655685880936
"REEP5",0.243529788166297,-0.423591372314154,0.311496404452125,-0.415450348835883
"RPL14",-0.120447830300392,0.26278114715849,-0.311566919750864,0.281969955625298
"DIXDC1",0.142383307555974,-0.408533449305089,0.355173659871525,-0.33428369206285
"DDX5",0.104669288574146,-0.439973228365869,0.28293980453678,NA
"RPS15A",-0.116908407567919,0.264356009763916,-0.333467773679107,0.306209278227699
"ATP5G2",-0.124725452583498,0.339696025967783,-0.273533329836399,0.112990252577524
"GNB2L1",NA,0.304079692000959,-0.285480817631456,NA
"FNBP1L",0.158612017638926,-0.294562930233396,0.211398361145515,-0.228466111208035
"IFIT1",0.19924360017892,-0.711799993960345,0.721394628102719,-0.946743828740397
"NACA",NA,0.233834590198766,-0.227994594154896,0.129429814984959
"BST2",0.197106054868214,-0.521963925584314,0.402703456510933,-0.378764745338894
"BTF3",-0.124668143989259,0.235576908292588,-0.184926502169851,0.136800863979357
"PARP9",0.195944716770662,-0.477446151559536,0.352927861372783,-0.32933085778861
"EGLN3",NA,0.239915281662577,NA,NA
"RPL31",NA,0.262770697352583,-0.250795801696552,0.140625727773385
"UQCRB",-0.164432318595944,0.299638164551031,-0.255147162538409,0.202991811073151
"IFITM1",NA,-0.55101197763617,0.730884968662936,-0.617477612685362
"RPS21",-0.124056267989574,0.250615037923664,-0.38989366821831,0.411888841206761
"OAS1",0.244398872908266,-0.579879574813884,0.567195746688049,-0.829785196713683
"PLSCR1",NA,-0.520557521294583,0.605511521855637,-0.647715735659925
"LAP3",NA,-0.477309577700768,0.580965039146023,-0.509481332387361
"LGALS9",0.241651716372079,-0.508152222938404,0.436014072252128,-0.580268999429449
"TNFSF13B",NA,-0.523497113670118,0.513122665569068,-0.38111665631701
"HLA-C",0.21696197640738,-0.447889464059681,0.40270983011082,-0.540954179029167
"RPL39",-0.139424446870751,0.236607033529864,-0.194383489435568,0.170961589717327
"MYL6",0.226569906892075,-0.426990269819476,0.272853970451145,-0.287940956587474
"UBE2L6",0.118797145331864,-0.438272217981396,0.470272204279291,-0.51399280031599
"IFI44L",0.252811020251144,-0.534001685156368,0.48772590959779,-0.702417433598076
"EEF1D",-0.162613089449589,0.299634798620718,-0.200615668908908,0.115422013528672
"DDX58",0.1392858378366,-0.4606394804792,0.436795633150312,-0.43708553673442
"EPSTI1",0.148817822303787,-0.489309545605199,0.48100944893966,-0.520469631611761
"NMI",NA,-0.409361373292292,0.400117637565547,-0.352322289391221
"TMEM50A",0.139367156309546,-0.373414573873832,0.362432705154738,-0.401189250109716
"RAC1",0.157917720542704,-0.314105354441917,0.216140726900889,-0.207169402562353
"HLA-B",0.183321476029458,-0.423315165284981,0.397536680960828,-0.495520028718186
"CDV3",0.264909280867525,-0.399514303600785,NA,NA
"UBA52",NA,0.226624289376439,-0.225762833975912,0.136500465633459
"OAS3",0.111796241655793,-0.366864348878006,0.325378685662205,-0.273443702902725
"SKIL",0.190158896512368,-0.362399397862364,0.268313496197729,-0.305784792958051
"DPP4",NA,0.249304601850051,-0.243168188517749,0.159532594470918
"PLGRKT",0.206213243609822,-0.402356605090457,0.259904298660596,-0.257418243788573
"C19orf66",0.253734264418077,-0.364125236516777,0.287956859946369,-0.480238111634651
"CIB1",0.186203715246429,-0.31287304647925,0.242389987550771,-0.319323510069642
"PSME2",NA,-0.408445998493568,0.360147539759573,NA
"EIF3E",-0.180102144857699,0.335560433510414,-0.285041225908486,0.214269691940774
"CALM2",NA,-0.393459154968936,0.387630181534174,-0.333127216347911
"PTMS",0.250243811030503,-0.518230845477812,0.41171751189304,-0.520271016508226
"MALT1",0.240378393469358,-0.493338968254143,0.372745061194751,-0.442691259987097
"COX5A",0.121948676164898,-0.35539330232682,0.287198920786933,-0.227516521621554
"TNFRSF25",0.152895052357275,-0.361835111032002,0.259259316610297,-0.216090766493703
"PRDX1",0.156204678893663,-0.632913282922576,0.550973693313452,-0.484326589140666
"JUNB",0.202047675301662,-0.506710146668586,0.564441454987076,-0.851244636140154
"IFI27",NA,-1.66898240066962,1.50877664780454,-1.79750964502712
"DAPP1",0.172276726153696,-0.385589603927952,0.317295657389953,-0.343494839898494
"MX2",0.233856502924524,-0.471969053204276,0.402685863001645,-0.53780711223661
"ATP6V0A2",0.177275768457568,-0.32220354272912,0.158648398118238,-0.114365119607975
"RASGRP3",0.137897559518072,-0.248987581846532,0.18342801150136,-0.202579765911927
"ADM",NA,0.384274604337096,NA,NA
"PARP12",0.105662778855988,-0.292508407322346,0.264450511698777,-0.245306131150089
"EIF3H",NA,0.266372766221808,-0.285638454253271,0.1703710506704
"MVP",0.146510541512876,-0.399748488036885,0.371841250555866,-0.394997877696148
"FUS",0.110655597966723,-0.373894258444067,0.266265255923684,-0.136684921890373
"TAP1",0.121850047011336,-0.322885304920739,0.313170933447713,-0.334873632555069
"UBB",0.105777206181245,-0.327870083649037,0.330187576512499,-0.333952178233829
"SQRDL",0.16800492773771,-0.393630219665884,0.421206637284939,-0.573593286569658
"RPS15",-0.116908407567919,0.17990246988674,-0.184151302967582,0.116581393091694
"RPL38",-0.146044259259072,0.217713073038549,-0.234622346875118,0.269203906337929
"SMAD3",NA,0.191161978026073,-0.144242351426336,NA
"ANXA4",0.18284484523451,-0.316441116769887,0.279378249517205,-0.390327674053894
"CLEC2B",-0.136632650032486,0.354567842006936,-0.254365856205726,NA
"HSF4",NA,0.227970088815999,NA,NA
"VAMP5",0.146134669791285,-0.407172548377801,0.305441783237986,-0.233969029698886
"DNAJA1",NA,-0.402968561922403,0.487847428250785,-0.469276240251983
"CD48",-0.225625957736815,0.340553580288048,-0.198440909133347,0.134879008772262
"CAPN2",0.190305384160722,-0.388933913053904,0.262096908452714,-0.251829142637666
"HSP90AA1",0.101124989535045,-0.360454289169812,0.245224838638718,NA
"CMPK2",0.120530306390756,-0.369940222304172,0.380371434296297,-0.411013481105227
"SLC1A4",NA,-0.241774812414101,0.201503049479036,NA
"HERC6",NA,-0.294167956009584,0.273426579493788,-0.172801597012233
"ADAM19",0.267517874537319,-0.343628613190982,0.275162069104354,-0.515143870264867
"NAGK",NA,-0.240073875313113,0.197701670283545,-0.168347513652506
"MT-ND6",0.145030224885286,-0.388007979599359,0.205411277245099,NA
"RDX",NA,-0.359541240592451,0.428508556454357,-0.494569840543143
"EIF2AK2",0.113329257030232,-0.353546667200938,0.336313673079104,-0.321408437591461
"MGST3",0.160931288321448,-0.473749346642058,0.103017494754709,0.207679498016884
"GLTSCR2",-0.118306803566413,0.259829221365598,-0.331758215557852,0.312148954369577
"PSMA7",0.169471056641191,-0.292410379130451,0.171705155681668,-0.170104352018055
"HAGHL",0.135014600530682,-0.260230779619301,0.2078040965034,-0.230369012802637
"MT2A",0.261687988161788,-0.870143707348186,0.660320478522427,-0.653249660445763
"POMP",NA,-0.272441783914165,0.259633825943075,-0.242714692690831
"DDX60",0.162871324488599,-0.36440034700171,0.431073819302643,-0.351570874654862
"CCL17",0.64947501614227,-1.65270420309755,0.396078791141911,NA
"NDUFS5",0.176147608248767,-0.311156060954293,0.133420153316663,NA
"P4HA1",-0.178693072710508,0.277359297430995,NA,NA
"GZMA",-0.680600890051377,0.588361634052894,-0.532422116062942,0.722246959880691
"DNAJC2",0.145876834789127,-0.328998178195346,0.175481281190429,NA
"GRN",0.184724485343601,-0.340712289391539,0.351246652414882,-0.525821748775159
"SUB1",NA,-0.241701138619032,0.323348617656142,-0.359490787055163
"KCNN4",0.182619462463478,-0.342904934842765,0.284239098674473,-0.357503053185544
"TXNDC17",0.346884891590304,-0.457276418467997,0.195824419476186,-0.315636978579974
"DYNLL1",0.113251115934719,-0.341504957440011,0.291587473331829,-0.241831301632803
"LPIN2",0.233624284741208,-0.340735578273169,0.19559877786741,-0.26677470561588
"FRMD4B",-0.208078578333167,0.430123347942933,-0.196330800123489,NA
"SERPINB6",0.212054663836117,-0.293684368983807,0.167419903744302,-0.23866368542195
"TSPO",0.183484939174984,-0.315335956113899,0.245526802658627,-0.316937238226643
"GIPC1",0.162087496443179,-0.225353216167324,NA,NA
"IL32",-0.330817965569548,0.680845030370452,-0.430940551634031,NA
"FHL3",0.102937716850377,-0.175159949632511,0.11868399272681,-0.124200575456371
"KLHDC7B",NA,-0.181629824043105,0.148084251374136,-0.141757914790023
"OASL",0.400426871876562,-0.294978538565071,0.230176278742538,-0.818668895918441
"UQCRH",NA,0.216546751435534,-0.268640023846318,0.251689549437155
"INTS7",0.1104946808313,-0.166419292119087,NA,NA
"ATP5E",0.119130948684293,-0.244600118475365,NA,NA
"RNF187",0.190340321358758,-0.297638860123436,0.121835740991195,-0.101382970133725
"RSAD2",0.236688033023033,-0.482982516193845,0.432259482812736,-0.602336979659684
"NUP88",NA,-0.237500308452037,0.190719207149345,NA
"TUBA1A",0.154185728007688,-0.373482295711137,0.38354300040204,-0.482888171790466
"CHMP5",0.188652989921569,-0.301480347686416,0.3191960694329,-0.524299949116483
"GSDMD",0.135694825666445,-0.325589902344483,0.18368137490849,NA
"EIF2S1",0.119815391317241,-0.291232218351965,0.259080137546357,-0.262226361175107
"DDX60L",0.162871324488599,-0.259628012512156,0.171718606869408,-0.207986952840928
"RBPJ",0.125262614009925,-0.477795374880026,0.524812374235659,-0.602684672095656
"IFIH1",0.160116614582375,-0.354295375281746,0.325766960627732,-0.388899835684479
"CCR7",0.20579449786465,-0.58239427215596,0.589198617899471,-0.790942033380981
"USMG5",0.131565191492582,-0.22687567749815,NA,NA
"NT5C3A",0.179778466480071,-0.4219044434521,0.438379056678962,-0.594977115120467
"PDIA6",NA,-0.296296997183342,0.231593332576384,NA
"SPINK2",NA,-0.20604422379598,0.255578012063247,-0.166563203123183
"LGALS3BP",NA,-0.427358149367351,0.458547670428989,-0.285228981839189
"MDK",NA,-0.26032644998548,0.315190197889724,-0.322191742063942
"TMBIM6",NA,-0.273776429526616,0.298087065723251,-0.273984622092036
"MED10",0.15262986236817,-0.309223756102465,0.268135880130626,-0.316265244393088
"TCEAL4",NA,-0.256047608538376,0.196262154710357,-0.136967359055772
"TMSB10",-0.221020628329949,0.302587720576518,NA,NA
"PSME1",NA,-0.241054696484149,0.236774229418416,-0.201393209809055
"HLA-A",0.171589540468116,-0.330005654706492,0.300577950864292,-0.393834796337322
"SYTL3",NA,0.446402228193618,-0.492246559717463,NA
"ASXL1",0.153621596024611,-0.235559604525025,NA,NA
"APOBEC3C",0.2123573453178,-0.437518459085378,0.372254226839352,-0.472065804148943
"BCAR3",NA,-0.140123420906575,0.127325974317857,NA
"C12orf57",0.137283040379391,-0.319421703854732,0.200074748507157,-0.129390672043416
"HLA-E",0.162729674820526,-0.280588259515512,0.256800528332391,-0.35764435511922
"RSL24D1",-0.16760563502666,0.276533990346715,-0.17649085087326,0.120286153034323
"NDUFB11",0.137096419740184,-0.224894455485719,0.119352258794482,-0.109886960193014
"AAK1",NA,-0.302843759727593,0.226059103816124,NA
"GCNT1",NA,-0.26020124449227,0.363528706591031,-0.283770397109417
"TNFSF14",0.176668715842678,-0.221419525088432,0.175235215863527,-0.302723794250267
"CTA-384D8.35",0.100590837386429,-0.178690320764588,0.165536815511948,-0.208340680820863
"TMEM243",0.243120083757284,-0.352129817835338,0.234405072587564,-0.352648395316144
"PDE4B",0.284969387330148,-0.348001366292668,0.210098817533029,-0.391146870016083
"ARPC5",NA,-0.295421314660118,0.252241972614825,-0.129696237100128
"SRI",0.133098059798232,-0.271686411357802,0.189096430041239,-0.170673275089492
"MCM4",0.345743798210861,-0.447777196931804,0.156717075692793,-0.243839249212685
"SERPINB1",0.22730747248765,-0.327862557119709,0.161874375764648,-0.203824373989262
"FSD1",NA,-0.117828634597053,NA,NA
"F5",0.13412232234114,-0.206124322080416,0.145342465362745,-0.184702257009498
"SAMD9L",0.114218092730896,-0.356913220178254,0.382859552024353,-0.425705961917064
"PSMB3",NA,-0.216250931378377,0.208692435253213,NA
"MCM6",0.183722008794936,-0.343995395344319,0.244474461108716,-0.269949056014895
"DNAJB6",NA,-0.296812521360339,0.252297441479714,-0.166712764378295
